price_per_m2,area (m2),category,direction,floor_num,toilet_num,livingroom_num,bedroom_num,liability,district,city_province,street (m)
5.74E7,62.66,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 12,TP. Hồ Chí Minh,-1.0
3.58E7,53.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Nhơn Trạch,Đồng Nai,-1.0
1.05E8,255.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
158000.0,1200.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Chơn Thành,Bình Phước,-1.0
5.45E7,64.0,Bán nhà riêng,Không xác định,2,2,1,2,Sổ hồng,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
7.0E7,90.0,Bán nhà riêng,Không xác định,2,1,1,2,Sổ hồng,Quận 7,TP. Hồ Chí Minh,-1.0
3.07E7,40.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
7400000.0,135.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
1.11E8,54.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
7.36E7,125.0,Bán nhà phố dự án,Đông Nam,-1,-1,-1,-1,Sổ hồng,Buôn Ma Thuột,Đắk Lắk,12.5
8.03E7,103.3,Bán nhà riêng,Không xác định,2,2,1,2,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
1.71E8,76.0,Bán nhà riêng,Không xác định,3,3,1,4,Sổ hồng,Quận 7,TP. Hồ Chí Minh,-1.0
4.6E7,200.0,Bán nhà riêng,Không xác định,1,1,1,1,Sổ hồng,Quận Bình Tân,TP. Hồ Chí Minh,8.0
1.1E7,120.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Long Điền,Bà Rịa - Vũng Tàu,-1.0
8.85E7,96.0,Bán nhà riêng,Nam,-1,-1,-1,-1,Sổ hồng,Phúc Thọ,Hà Nội,40.0
1.04E7,181.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Buôn Ma Thuột,Đắk Lắk,-1.0
1.13E8,45.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
7700000.0,52.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
76786.0,560.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Nhơn Trạch,Đồng Nai,-1.0
68915.0,590.0,Bán đất thổ cư,Bắc,-1,-1,-1,-1,Sổ hồng,Nhơn Trạch,Đồng Nai,25.0
1.91E7,95.0,Bán đất thổ cư,Đông,-1,-1,-1,-1,Sổ hồng,Vị Thanh,Hậu Giang,40.0
4200000.0,52.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
545000.0,82.5,Bán căn hộ chung cư,Đông Bắc,-1,2,1,2,Sổ hồng,Ngũ Hành Sơn,TP. Đà Nẵng,12.5
9.81E7,55.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
1.36E8,71.3,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
1.52E8,108.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Sơn Trà,TP. Đà Nẵng,-1.0
3.78E8,235.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Bình,TP. Hồ Chí Minh,-1.0
3.5E7,60.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Sổ hồng,Dĩ An,Bình Dương,85.0
2.66E7,60.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Sổ hồng,Dĩ An,Bình Dương,40.0
333000.0,147.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
1.12E8,50.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
2.25E7,93.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
3.77E7,53.0,Bán căn hộ chung cư,Không xác định,14,2,1,2,Sổ hồng,Dĩ An,Bình Dương,40.0
3.63E7,55.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
2.46E7,60.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
567.0,3000.0,"Bán kho, nhà xưởng",Không xác định,-1,-1,-1,-1,Không xác định,Việt Yên,Bắc Giang,-1.0
4.36E7,82.5,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Ngũ Hành Sơn,TP. Đà Nẵng,-1.0
1.26E8,63.0,Bán nhà riêng,Đông Nam,1,2,1,2,Sổ hồng,Quận 3,TP. Hồ Chí Minh,2.0
1.93E8,45.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 3,TP. Hồ Chí Minh,-1.0
5.77E7,2423.9,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Quận 9,TP. Hồ Chí Minh,-1.0
2.49E7,3614.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
7500000.0,7998.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Tân An,Long An,-1.0
3100000.0,70008.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Tân An,Long An,-1.0
4.59E7,200.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
1.38E8,42.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
1.49E7,100.5,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Châu Thành,Hậu Giang,-1.0
6.64E7,126.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
3.31E7,86.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hạ Long,Quảng Ninh,-1.0
1.05E7,150.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Bến Cát,Bình Dương,-1.0
710000.0,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
2.61E7,63.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Hạ Long,Quảng Ninh,-1.0
3700000.0,240.0,Bán nhà riêng,Không xác định,-1,13,-1,13,Sổ hồng,Huyện Củ Chi,TP. Hồ Chí Minh,12.5
1.55E8,24.5,Bán nhà riêng,Không xác định,4,3,1,2,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
1.18E8,76.0,Bán nhà riêng,Không xác định,2,2,1,3,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
1600000.0,517.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Lâm Hà,Lâm Đồng,-1.0
4.44E7,36.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Hóc Môn,TP. Hồ Chí Minh,-1.0
1.26E7,95.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Vị Thanh,Hậu Giang,-1.0
4.25E8,82.0,Bán nhà riêng,Không xác định,5,4,1,4,Giấy đỏ,Cầu Giấy,Hà Nội,7.0
3.6E8,56.0,Bán nhà riêng,Không xác định,5,4,1,6,Giấy đỏ,Cầu Giấy,Hà Nội,8.0
5.0E7,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Sơn Trà,TP. Đà Nẵng,-1.0
1.57E8,35.0,Bán nhà riêng,Không xác định,4,3,1,4,Sổ hồng,Thanh Trì,Hà Nội,3.0
4.05E7,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Liên Chiểu,TP. Đà Nẵng,-1.0
536000.0,82.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Ngũ Hành Sơn,TP. Đà Nẵng,-1.0
3800000.0,63.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
2.62E7,175.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
2.47E7,31.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
1.42E8,70.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
6.14E7,374.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Cam Ranh,Khánh Hòa,-1.0
4.5E7,64.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Liên Chiểu,TP. Đà Nẵng,-1.0
4.12E7,80.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Đồng Hới,Quảng Bình,-1.0
5.0E7,48.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
4.12E7,80.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Đồng Hới,Quảng Bình,-1.0
4.85E7,68.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Hạ Long,Quảng Ninh,-1.0
2.58E7,49.9,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Thủ Dầu Một,Bình Dương,-1.0
7500000.0,170.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
8000000.0,200.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
9700000.0,138.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
4000.0,800.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Trảng Bàng,Tây Ninh,-1.0
4.55E7,45.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hạ Long,Quảng Ninh,-1.0
5.76E7,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
4.24E7,82.5,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Ngũ Hành Sơn,TP. Đà Nẵng,-1.0
2.06E8,116.0,Bán nhà riêng,Không xác định,7,14,-1,14,Giấy tờ hợp lệ,Quận Tân Bình,TP. Hồ Chí Minh,-1.0
3.27E8,180.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Bình,TP. Hồ Chí Minh,-1.0
3.15E8,187.0,Bán nhà riêng,Đông Nam,3,-1,-1,-1,Sổ hồng,Quận Tân Bình,TP. Hồ Chí Minh,17.5
1.09E8,190.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
164000.0,155.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
2.84E7,84.3,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
4.03E8,52.0,Bán nhà riêng,Không xác định,7,6,1,6,Giấy đỏ,Cầu Giấy,Hà Nội,9.0
3.06E8,65.0,Bán nhà riêng,Không xác định,5,4,1,4,Giấy đỏ,Cầu Giấy,Hà Nội,7.0
1.65E7,112.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
2.31E7,80.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
6600000.0,280.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
2.06E8,80.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
2000000.0,1000.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Thống Nhất,Đồng Nai,-1.0
1.07E7,100.0,Bán đất thổ cư,Tây,-1,-1,-1,-1,Sổ hồng,Quảng Xương,Thanh Hóa,12.5
4.79E7,172.0,Bán biệt thự,Bắc,3,3,1,4,Hợp đồng,Bến Lức,Long An,12.5
1.41E8,32.4,Bán nhà riêng,Không xác định,3,3,1,4,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
5000000.0,200.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
2.32E7,116.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Hóc Môn,TP. Hồ Chí Minh,-1.0
3.18E7,88.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Hóc Môn,TP. Hồ Chí Minh,-1.0
4.15E7,80.6,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Hóc Môn,TP. Hồ Chí Minh,-1.0
2.5E8,180.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
5.24E7,101.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Quận Thủ Đức,TP. Hồ Chí Minh,5.0
1.31E8,30.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
2.91E8,96.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Giấy đỏ,Cầu Giấy,Hà Nội,-1.0
263000.0,68.0,Bán nhà riêng,Không xác định,7,-1,1,4,Giấy đỏ,Cầu Giấy,Hà Nội,-1.0
2.53E7,156.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Huyện Củ Chi,TP. Hồ Chí Minh,12.5
2.54E7,155.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
256000.0,152.0,Bán nhà riêng,Không xác định,-1,7,1,7,Sổ hồng,Quận Thủ Đức,TP. Hồ Chí Minh,4.0
5.95E7,400.0,Bán biệt thự,Không xác định,2,3,1,3,Sổ hồng,Cam Ranh,Khánh Hòa,17.5
2.08E7,144.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 12,TP. Hồ Chí Minh,-1.0
226000.0,216.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
2.19E7,56.0,Bán căn hộ chung cư,Không xác định,8,1,1,1,Sổ hồng,Dĩ An,Bình Dương,-1.0
2.4E7,50.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
9400000.0,6362.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Hóc Môn,TP. Hồ Chí Minh,-1.0
9.2E7,75.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
7.23E7,373.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Xuyên Mộc,Bà Rịa - Vũng Tàu,-1.0
1.65E8,47.7,Bán nhà riêng,Không xác định,6,8,1,6,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
3.35E8,70.0,Bán nhà riêng,Không xác định,4,-1,1,4,Giấy đỏ,Cầu Giấy,Hà Nội,7.0
3.92E8,65.0,Bán nhà riêng,Không xác định,7,6,1,8,Giấy đỏ,Cầu Giấy,Hà Nội,9.0
5.5E7,202.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
4.49E7,267.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
1.24E8,43.0,Bán nhà riêng,Không xác định,3,3,1,3,Sổ hồng,Quận 1,TP. Hồ Chí Minh,-1.0
1.8E8,31.5,Bán nhà riêng,Không xác định,2,2,1,1,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
1100000.0,2583.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Khánh Vĩnh,Khánh Hòa,-1.0
2.18E8,382.0,Bán căn hộ chung cư,Không xác định,-1,3,1,3,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
1.84E8,407.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
4875.0,800.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
8.61E7,72.0,Bán nhà riêng,Đông,3,4,1,4,Sổ hồng,Dĩ An,Bình Dương,9.0
333000.0,147.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
3.93E8,66.0,Bán nhà riêng,Không xác định,7,6,1,6,Giấy đỏ,Cầu Giấy,Hà Nội,6.0
3.01E8,58.0,Bán nhà riêng,Không xác định,5,4,1,4,Giấy đỏ,Cầu Giấy,Hà Nội,8.0
615000.0,65.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
5.71E7,63.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 12,TP. Hồ Chí Minh,-1.0
4.66E7,60.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 12,TP. Hồ Chí Minh,-1.0
227.0,216.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
4.18E7,215.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
1.13E8,29.4,Bán nhà riêng,Không xác định,4,3,1,2,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
1.31E7,320.0,Bán nhà riêng,Tây Nam,4,40,1,6,Giấy đỏ,Vị Thanh,Hậu Giang,40.0
4.63E7,300.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Hóc Môn,TP. Hồ Chí Minh,-1.0
2.66E7,150.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Hóc Môn,TP. Hồ Chí Minh,-1.0
1.06E7,75.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
3.77E7,90.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Bến Lức,Long An,-1.0
4.38E8,65.0,Bán nhà riêng,Không xác định,7,6,1,5,Giấy đỏ,Cầu Giấy,Hà Nội,9.0
2.67E8,67.0,Bán nhà riêng,Không xác định,5,4,1,6,Giấy đỏ,Cầu Giấy,Hà Nội,10.0
4.56E8,46.0,Bán nhà riêng,Không xác định,5,4,1,4,Giấy đỏ,Cầu Giấy,Hà Nội,12.5
6.81E7,82.0,Bán nhà riêng,Không xác định,1,2,1,3,Sổ hồng,Quận Thủ Đức,TP. Hồ Chí Minh,4.0
1.38E8,90.0,Bán nhà riêng,Không xác định,2,3,1,3,Sổ hồng,Bình Thạnh,TP. Hồ Chí Minh,7.0
5.0E7,48.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Sơn Trà,TP. Đà Nẵng,-1.0
710000.0,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
5.59E7,82.0,Bán nhà riêng,Không xác định,1,2,1,3,Sổ hồng,Quận Thủ Đức,TP. Hồ Chí Minh,4.0
3.07E7,40.0,Bán căn hộ chung cư,Không xác định,6,1,1,1,Giấy đỏ,Dĩ An,Bình Dương,-1.0
5.0E7,78.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
6.17E7,84.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
4.18E7,215.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
1.22E8,95.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
5.0E7,700.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
4.46E7,1500.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
1.77E8,3411.0,Bán nhà hàng - Khách sạn,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
2.91E8,79.0,Bán nhà riêng,Không xác định,7,5,1,6,Giấy đỏ,Cầu Giấy,Hà Nội,8.0
3.68E8,80.0,Bán nhà riêng,Không xác định,4,3,1,4,Giấy đỏ,Cầu Giấy,Hà Nội,-1.0
2.65E8,100.0,Bán nhà riêng,Không xác định,4,3,1,4,Giấy đỏ,Cầu Giấy,Hà Nội,6.0
9.37E7,80.0,Bán nhà riêng,Không xác định,4,5,1,4,Sổ hồng,Quận 5,TP. Hồ Chí Minh,-1.0
1.41E8,36.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Long Biên,Hà Nội,-1.0
6.0E7,65.0,Bán nhà riêng,Không xác định,-1,1,1,2,Sổ hồng,Quận Thủ Đức,TP. Hồ Chí Minh,3.0
2.53E7,156.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
2.53E7,156.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
8400000.0,220.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
6.07E8,247.0,Bán nhà hàng - Khách sạn,Không xác định,-1,-1,-1,-1,Không xác định,Quận 1,TP. Hồ Chí Minh,-1.0
6.95E7,60.82,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 3,TP. Hồ Chí Minh,-1.0
6.19E7,597.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bến Lức,Long An,-1.0
4.66E7,300.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bến Lức,Long An,-1.0
4.96E7,143.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
7.39E7,338.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
2.96E8,85.0,Bán nhà riêng,Không xác định,4,-1,1,4,Giấy đỏ,Cầu Giấy,Hà Nội,-1.0
3700000.0,400.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Trảng Bàng,Tây Ninh,-1.0
2.19E7,56.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
227000.0,215.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
5.12E7,147.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
7.0E7,60.0,Bán nhà riêng,Không xác định,-1,1,1,2,Sổ hồng,Quận Thủ Đức,TP. Hồ Chí Minh,5.0
1.2E8,41.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
6.79E7,120.0,Bán nhà riêng,Không xác định,1,4,2,5,Sổ hồng,Quận Thủ Đức,TP. Hồ Chí Minh,4.0
6.57E7,59.3,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 3,TP. Hồ Chí Minh,-1.0
1.15E8,13.82,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 3,TP. Hồ Chí Minh,-1.0
1.33E8,49.4,Bán nhà riêng,Không xác định,3,3,1,3,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
555000.0,2700.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Hàm Thuận Nam,Bình Thuận,-1.0
3.46E7,1000.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
3.54E8,48.0,Bán nhà riêng,Không xác định,5,5,1,6,Giấy đỏ,Cầu Giấy,Hà Nội,9.0
8.91E7,46.0,Bán nhà riêng,Tây,1,2,1,2,Sổ hồng,Quận Thủ Đức,TP. Hồ Chí Minh,3.0
1600000.0,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
2.86E7,82.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
1.91E8,27.1,Bán nhà riêng,Không xác định,3,4,1,3,Sổ hồng,Quận 1,TP. Hồ Chí Minh,-1.0
9.17E7,21.8,Bán nhà riêng,Không xác định,2,1,1,2,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
1.3E8,17.2,Bán nhà riêng,Không xác định,2,2,1,1,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
1300000.0,80.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
6200000.0,248.9,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Hà Tiên,Kiên Giang,-1.0
9.98E7,77.15,Bán nhà riêng,Không xác định,2,2,1,3,Sổ hồng,Nha Trang,Khánh Hòa,4.0
2.53E7,156.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
2.53E7,156.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
700000.0,5000.0,"Bán đất nông, lâm nghiệp",Không xác định,-1,-1,-1,-1,Không xác định,Nhơn Trạch,Đồng Nai,-1.0
9.31E7,51.0,Bán nhà riêng,Không xác định,2,2,-1,3,Sổ hồng,Quận 4,TP. Hồ Chí Minh,-1.0
